layer,neuron_idx,descriptor,pearson_rho
convs.0.sigmoid,38,includesElement__atomic_radius_rahm_max,0.567537267867553
convs.0.sigmoid,40,includesElement__atomic_radius_rahm_max,0.560462756703299
convs.0.sigmoid,41,includesElement__atomic_radius_rahm_max,0.550975219146439
convs.0.sigmoid,42,includesElement__atomic_radius_rahm_max,0.516498690459096
convs.0.sigmoid,43,includesElement__atomic_radius_rahm_max,0.554728670938126
convs.0.sigmoid,44,includesElement__atomic_radius_rahm_max,0.535438271315929
convs.0.sigmoid,45,includesElement__atomic_radius_rahm_max,0.528596984424713
convs.0.sigmoid,46,includesElement__atomic_radius_rahm_max,0.515867446099241
convs.0.sigmoid,47,includesElement__atomic_radius_rahm_max,0.570442459133254
convs.0.sigmoid,49,includesElement__atomic_radius_rahm_max,0.537516853034605
convs.0.sigmoid,50,includesElement__atomic_radius_rahm_max,0.507747408204134
convs.0.sigmoid,51,includesElement__atomic_radius_rahm_max,0.573154203571846
convs.0.sigmoid,52,includesElement__atomic_radius_rahm_max,0.559943665927973
convs.0.sigmoid,53,includesElement__atomic_radius_rahm_max,0.533291742694477
convs.0.sigmoid,54,includesElement__atomic_radius_rahm_max,0.521228245768006
convs.0.sigmoid,55,includesElement__atomic_radius_rahm_max,0.571652056765411
convs.0.sigmoid,56,includesElement__atomic_radius_rahm_max,0.589828658471957
convs.0.sigmoid,57,includesElement__atomic_radius_rahm_max,0.519453068561317
convs.0.sigmoid,58,includesElement__atomic_radius_rahm_max,0.514331684866985
convs.0.sigmoid,59,includesElement__atomic_radius_rahm_max,0.557353026118704
convs.0.sigmoid,60,includesElement__atomic_radius_rahm_max,0.539056566905706
convs.0.sigmoid,61,includesElement__atomic_radius_rahm_max,0.545925045675571
convs.0.sigmoid,62,includesElement__atomic_radius_rahm_max,0.577308008674428
convs.0.sigmoid,63,includesElement__atomic_radius_rahm_max,0.550393412391369
convs.0.sigmoid,64,includesElement__atomic_radius_rahm_max,0.538017916014569
convs.0.sigmoid,65,includesElement__atomic_radius_rahm_max,0.585895763164106
convs.0.sigmoid,67,includesElement__atomic_radius_rahm_max,0.57010265227096
convs.0.sigmoid,69,includesElement__atomic_radius_rahm_max,0.54685557313688
convs.0.sigmoid,70,includesElement__atomic_radius_rahm_max,0.558182527957986
convs.0.sigmoid,71,includesElement__atomic_radius_rahm_max,0.563019871903947
convs.0.sigmoid,73,includesElement__atomic_radius_rahm_max,0.565098591821608
convs.0.sigmoid,74,includesElement__atomic_radius_rahm_max,0.551974789504378
convs.0.sigmoid,76,includesElement__atomic_radius_rahm_max,0.550600332416036
convs.0.sigmoid,77,includesElement__atomic_radius_rahm_max,0.579609253782582
convs.0.sigmoid,78,includesElement__atomic_radius_rahm_max,0.589823649205164
convs.0.sigmoid,79,includesElement__atomic_radius_rahm_max,0.502290995375744
convs.0.sigmoid,80,includesElement__atomic_radius_rahm_max,0.565844382621309
convs.0.sigmoid,82,includesElement__atomic_radius_rahm_max,0.572196805016928
convs.0.sigmoid,84,includesElement__atomic_radius_rahm_max,0.553099312872902
convs.0.sigmoid,85,includesElement__atomic_radius_rahm_max,0.562528687530313
convs.0.sigmoid,87,includesElement__atomic_radius_rahm_max,0.537894421340916
convs.0.sigmoid,88,includesElement__atomic_radius_rahm_max,0.542984817109405
convs.0.sigmoid,89,includesElement__atomic_radius_rahm_max,0.561606850646795
convs.0.sigmoid,90,includesElement__atomic_radius_rahm_max,0.593600003812056
convs.0.sigmoid,91,includesElement__atomic_radius_rahm_max,0.565709572837076
convs.0.sigmoid,92,includesElement__atomic_radius_rahm_max,0.549914440198031
convs.0.sigmoid,93,includesElement__atomic_radius_rahm_max,0.583537448020612
convs.0.sigmoid,94,includesElement__atomic_radius_rahm_max,0.573103767233308
convs.0.sigmoid,95,includesElement__atomic_radius_rahm_max,0.591580063739729
convs.0.sigmoid,97,includesElement__atomic_radius_rahm_max,0.550527266517514
convs.0.sigmoid,99,includesElement__atomic_radius_rahm_max,0.562490385525634
convs.0.sigmoid,100,includesElement__atomic_radius_rahm_max,0.599304867087751
convs.0.sigmoid,102,includesElement__atomic_radius_rahm_max,0.512939899617875
convs.0.sigmoid,103,includesElement__atomic_radius_rahm_max,0.531062977660776
convs.0.sigmoid,104,includesElement__atomic_radius_rahm_max,0.541156761310727
convs.0.sigmoid,105,includesElement__atomic_radius_rahm_max,0.535313586166738
convs.0.sigmoid,106,includesElement__atomic_radius_rahm_max,0.570202699937992
convs.0.sigmoid,107,includesElement__atomic_radius_rahm_max,0.533947427598182
convs.0.sigmoid,108,includesElement__atomic_radius_rahm_max,0.540685837886684
convs.0.sigmoid,110,includesElement__atomic_radius_rahm_max,0.520243255069548
convs.0.sigmoid,111,includesElement__atomic_radius_rahm_max,0.542336344862176
convs.0.sigmoid,112,includesElement__atomic_radius_rahm_max,0.551445847813396
convs.0.sigmoid,114,includesElement__atomic_radius_rahm_max,0.519518493400706
convs.0.sigmoid,115,includesElement__atomic_radius_rahm_max,0.5506376951442
convs.0.sigmoid,116,includesElement__atomic_radius_rahm_max,0.545417124211447
convs.0.sigmoid,117,includesElement__atomic_radius_rahm_max,0.583112128521071
convs.0.sigmoid,118,includesElement__atomic_radius_rahm_max,0.503836402915374
convs.0.sigmoid,119,includesElement__atomic_radius_rahm_max,0.526630911412353
convs.0.sigmoid,120,includesElement__atomic_radius_rahm_max,0.527874784536307
convs.0.sigmoid,121,includesElement__atomic_radius_rahm_max,0.576480391144449
convs.0.sigmoid,122,includesElement__atomic_radius_rahm_max,0.525323361199194
convs.0.sigmoid,123,includesElement__atomic_radius_rahm_max,0.569533097230613
convs.0.sigmoid,125,includesElement__atomic_radius_rahm_max,0.561569769983375
convs.0.sigmoid,126,includesElement__atomic_radius_rahm_max,0.554415336481705
convs.0.sigmoid,127,includesElement__atomic_radius_rahm_max,0.590507463949643
convs.0.sigmoid,128,includesElement__atomic_radius_rahm_max,0.50725714300834
convs.0.sigmoid,130,includesElement__atomic_radius_rahm_max,0.515362856850254
convs.0.sigmoid,131,includesElement__atomic_radius_rahm_max,0.539541864248017
convs.0.sigmoid,132,includesElement__atomic_radius_rahm_max,0.575447512483536
convs.0.sigmoid,133,includesElement__atomic_radius_rahm_max,0.576528159069556
convs.0.sigmoid,134,includesElement__atomic_radius_rahm_max,0.552975209514791
convs.0.sigmoid,135,includesElement__atomic_radius_rahm_max,0.573927416941707
convs.0.sigmoid,136,includesElement__atomic_radius_rahm_max,0.523084604583363
convs.0.sigmoid,137,includesElement__atomic_radius_rahm_max,0.526416461433293
convs.0.sigmoid,138,includesElement__atomic_radius_rahm_max,0.575758444773999
convs.0.sigmoid,139,includesElement__atomic_radius_rahm_max,0.557262410454755
convs.0.sigmoid,140,includesElement__atomic_radius_rahm_max,0.514874191019346
convs.0.sigmoid,141,includesElement__atomic_radius_rahm_max,0.502050314415162
convs.0.sigmoid,142,includesElement__atomic_radius_rahm_max,0.562993547264903
convs.0.sigmoid,143,includesElement__atomic_radius_rahm_max,0.577416357901314
convs.0.sigmoid,144,includesElement__atomic_radius_rahm_max,0.542028733365481
convs.0.sigmoid,145,includesElement__atomic_radius_rahm_max,0.513461057505886
convs.0.sigmoid,147,includesElement__atomic_radius_rahm_max,0.505375971198247
convs.0.sigmoid,148,includesElement__atomic_radius_rahm_max,0.576994583958013
convs.0.sigmoid,149,includesElement__atomic_radius_rahm_max,0.536684498042692
convs.0.sigmoid,150,includesElement__atomic_radius_rahm_max,0.579538189147041
convs.0.sigmoid,151,includesElement__atomic_radius_rahm_max,0.551488731859857
convs.0.sigmoid,152,includesElement__atomic_radius_rahm_max,0.543753793404528
convs.0.sigmoid,154,includesElement__atomic_radius_rahm_max,0.524680561722723
convs.0.sigmoid,156,includesElement__atomic_radius_rahm_max,0.568337336927428
convs.0.sigmoid,157,includesElement__atomic_radius_rahm_max,0.553089399615106
convs.0.sigmoid,158,includesElement__atomic_radius_rahm_max,0.564629370843395
convs.0.sigmoid,159,includesElement__atomic_radius_rahm_max,0.558676333716029
convs.0.sigmoid,160,includesElement__atomic_radius_rahm_max,0.558560146585534
convs.0.sigmoid,161,includesElement__atomic_radius_rahm_max,0.510329897667794
convs.0.sigmoid,163,includesElement__atomic_radius_rahm_max,0.548763169714836
convs.0.sigmoid,164,includesElement__atomic_radius_rahm_max,0.579534452400803
convs.0.sigmoid,166,includesElement__atomic_radius_rahm_max,0.584771694965265
convs.0.sigmoid,167,includesElement__atomic_radius_rahm_max,0.505998781597837
convs.0.sigmoid,168,includesElement__atomic_radius_rahm_max,0.519872740407224
convs.0.sigmoid,170,includesElement__atomic_radius_rahm_max,0.520125512308757
convs.0.sigmoid,171,includesElement__atomic_radius_rahm_max,0.570602524238055
convs.0.sigmoid,172,includesElement__atomic_radius_rahm_max,0.541882566943603
convs.0.sigmoid,173,includesElement__atomic_radius_rahm_max,0.508568603922613
convs.0.sigmoid,174,includesElement__atomic_radius_rahm_max,0.5059043686392
convs.0.sigmoid,175,includesElement__atomic_radius_rahm_max,0.541934587203573
convs.0.sigmoid,177,includesElement__atomic_radius_rahm_max,0.57058417487492
convs.0.sigmoid,178,includesElement__atomic_radius_rahm_max,0.569023552028017
convs.0.sigmoid,180,includesElement__atomic_radius_rahm_max,0.526258885227357
convs.0.sigmoid,181,includesElement__atomic_radius_rahm_max,0.549970566821896
convs.0.sigmoid,183,includesElement__atomic_radius_rahm_max,0.593587904477743
convs.0.sigmoid,184,includesElement__atomic_radius_rahm_max,0.565585086640081
convs.0.sigmoid,186,includesElement__atomic_radius_rahm_max,0.54752779183849
convs.0.sigmoid,187,includesElement__atomic_radius_rahm_max,0.581337064950203
convs.0.sigmoid,188,includesElement__atomic_radius_rahm_max,0.576045648850589
convs.0.sigmoid,191,includesElement__atomic_radius_rahm_max,0.531863215997208
convs.0.softplus1,39,includesElement__electronegativity_nagle_std,0.630903940646874
convs.0.softplus1,118,includesElement__molar_heat_capacity_min,0.505275661046516
convs.0.softplus1,125,includesElement__molar_heat_capacity_min,0.502904225220647
convs.0.softplus2,55,includesElement__electronegativity_gordy_max,0.510032256178557
convs.0.softplus2,152,includesElement__en_allen_max,0.602624227497959
convs.0.softplus2,180,includesElement__electronegativity_nagle_std,0.708402985787449
convs.0,154,includesElement__electronegativity_nagle_std,0.596828995971122
convs.0,176,includesElement__electronegativity_nagle_std,0.652190938939473
convs.1.sigmoid,0,includesElement__atomic_radius_rahm_max,0.574010678375409
convs.1.sigmoid,1,includesElement__atomic_radius_rahm_max,0.613846649705344
convs.1.sigmoid,2,includesElement__atomic_radius_rahm_max,0.655101949253954
convs.1.sigmoid,3,includesElement__atomic_radius_rahm_max,0.626722075711693
convs.1.sigmoid,4,includesElement__atomic_radius_rahm_max,0.651382181556482
convs.1.sigmoid,5,includesElement__atomic_radius_rahm_max,0.663797152383822
convs.1.sigmoid,6,includesElement__molar_heat_capacity_min,0.586127670688102
convs.1.sigmoid,7,includesElement__atomic_radius_rahm_max,0.653314896809862
convs.1.sigmoid,8,includesElement__atomic_radius_rahm_max,0.554620901239607
convs.1.sigmoid,9,includesElement__atomic_radius_rahm_max,0.655232992968301
convs.1.sigmoid,10,includesElement__atomic_radius_rahm_max,0.646639313557313
convs.1.sigmoid,11,includesElement__atomic_radius_rahm_max,0.653358357326899
convs.1.sigmoid,12,includesElement__atomic_radius_rahm_max,0.659446171766837
convs.1.sigmoid,13,includesElement__atomic_radius_rahm_max,0.660190737477337
convs.1.sigmoid,14,includesElement__atomic_radius_rahm_max,0.647227019798843
convs.1.sigmoid,15,includesElement__atomic_radius_rahm_max,0.605445572111967
convs.1.sigmoid,16,includesElement__atomic_radius_rahm_max,0.650471433013015
convs.1.sigmoid,17,includesElement__atomic_radius_rahm_max,0.663324434782765
convs.1.sigmoid,18,includesElement__atomic_radius_rahm_max,0.662663117679902
convs.1.sigmoid,19,includesElement__atomic_radius_rahm_max,0.642229789341005
convs.1.sigmoid,20,includesElement__atomic_radius_rahm_max,0.656067164371665
convs.1.sigmoid,21,includesElement__atomic_radius_rahm_max,0.661848137849026
convs.1.sigmoid,22,includesElement__atomic_radius_rahm_max,0.64918505278613
convs.1.sigmoid,23,includesElement__atomic_radius_rahm_max,0.575661657638881
convs.1.sigmoid,24,includesElement__atomic_radius_rahm_max,0.657468178012659
convs.1.sigmoid,25,includesElement__atomic_radius_rahm_max,0.645848382265151
convs.1.sigmoid,26,includesElement__atomic_radius_rahm_max,0.659339162626525
convs.1.sigmoid,28,includesElement__atomic_radius_rahm_max,0.659741415785103
convs.1.sigmoid,29,includesElement__atomic_radius_rahm_max,0.655777216172867
convs.1.sigmoid,30,includesElement__atomic_radius_rahm_max,0.661231340381174
convs.1.sigmoid,31,includesElement__atomic_radius_rahm_max,0.660000578055004
convs.1.sigmoid,32,includesElement__atomic_radius_rahm_max,0.662806432008292
convs.1.sigmoid,33,includesElement__atomic_radius_rahm_max,0.652498003452447
convs.1.sigmoid,34,includesElement__atomic_radius_rahm_max,0.65691984715934
convs.1.sigmoid,35,includesElement__atomic_radius_rahm_max,0.662674849262683
convs.1.sigmoid,36,includesElement__atomic_radius_rahm_max,0.666466189119485
convs.1.sigmoid,37,includesElement__atomic_radius_rahm_max,0.653018207307393
convs.1.sigmoid,38,includesElement__atomic_radius_rahm_max,0.65458471017158
convs.1.sigmoid,39,includesElement__atomic_radius_rahm_max,0.650576134003533
convs.1.sigmoid,40,includesElement__atomic_radius_rahm_max,0.659290635833503
convs.1.sigmoid,41,includesElement__atomic_radius_rahm_max,0.648755960016076
convs.1.sigmoid,42,includesElement__atomic_radius_rahm_max,0.651023946729427
convs.1.sigmoid,43,includesElement__atomic_radius_rahm_max,0.625865961564121
convs.1.sigmoid,44,includesElement__atomic_radius_rahm_max,0.649455889842388
convs.1.sigmoid,45,includesElement__atomic_radius_rahm_max,0.51582456111252
convs.1.sigmoid,46,includesElement__atomic_radius_rahm_max,0.650105405026136
convs.1.sigmoid,47,includesElement__atomic_radius_rahm_max,0.585889311829054
convs.1.sigmoid,48,includesElement__atomic_radius_rahm_max,0.6418850150876
convs.1.sigmoid,49,includesElement__atomic_radius_rahm_max,0.659658420226751
convs.1.sigmoid,50,includesElement__atomic_radius_rahm_max,0.655282384449295
convs.1.sigmoid,51,includesElement__atomic_radius_rahm_max,0.660570559277099
convs.1.sigmoid,52,includesElement__atomic_radius_rahm_max,0.651807918842536
convs.1.sigmoid,55,includesElement__atomic_radius_rahm_max,0.647470386985086
convs.1.sigmoid,56,includesElement__atomic_radius_rahm_max,0.657783111461882
convs.1.sigmoid,57,includesElement__atomic_radius_rahm_max,0.650943262865247
convs.1.sigmoid,58,includesElement__atomic_radius_rahm_max,0.630246051167046
convs.1.sigmoid,59,includesElement__atomic_radius_rahm_max,0.649871570729772
convs.1.sigmoid,60,includesElement__atomic_radius_rahm_max,0.660535267098606
convs.1.sigmoid,61,includesElement__atomic_radius_rahm_max,0.619645886912115
convs.1.sigmoid,62,includesElement__atomic_radius_rahm_max,0.647773760122295
convs.1.sigmoid,63,includesElement__atomic_radius_rahm_max,0.669094589837283
convs.1.sigmoid,64,includesElement__atomic_radius_rahm_max,0.644875108809607
convs.1.sigmoid,65,includesElement__atomic_radius_rahm_max,0.622872668928135
convs.1.sigmoid,66,includesElement__atomic_radius_rahm_max,0.656540147635045
convs.1.sigmoid,67,includesElement__atomic_radius_rahm_max,0.651905223497802
convs.1.sigmoid,68,includesElement__atomic_radius_rahm_max,0.645475171962063
convs.1.sigmoid,69,includesElement__atomic_radius_rahm_max,0.667051253409836
convs.1.sigmoid,70,includesElement__atomic_radius_rahm_max,0.624561337380465
convs.1.sigmoid,71,includesElement__atomic_radius_rahm_max,0.658271407761488
convs.1.sigmoid,72,includesElement__atomic_radius_rahm_max,0.64060804216229
convs.1.sigmoid,73,includesElement__atomic_radius_rahm_max,0.652388013718845
convs.1.sigmoid,74,includesElement__atomic_radius_rahm_max,0.643477557815505
convs.1.sigmoid,75,includesElement__atomic_radius_rahm_max,0.662957640153447
convs.1.sigmoid,76,includesElement__atomic_radius_rahm_max,0.665990954500818
convs.1.sigmoid,77,includesElement__atomic_radius_rahm_max,0.650866296863829
convs.1.sigmoid,78,includesElement__atomic_radius_rahm_max,0.629649814531933
convs.1.sigmoid,79,includesElement__atomic_radius_rahm_max,0.663274647474136
convs.1.sigmoid,80,includesElement__atomic_radius_rahm_max,0.620908734327394
convs.1.sigmoid,81,includesElement__atomic_radius_rahm_max,0.663052673559441
convs.1.sigmoid,82,includesElement__atomic_radius_rahm_max,0.634241840751868
convs.1.sigmoid,83,includesElement__atomic_radius_rahm_max,0.662870543123133
convs.1.sigmoid,84,includesElement__atomic_radius_rahm_max,0.571884675025136
convs.1.sigmoid,85,includesElement__atomic_radius_rahm_max,0.646396827472998
convs.1.sigmoid,86,includesElement__atomic_radius_rahm_max,0.618772945511177
convs.1.sigmoid,87,includesElement__atomic_radius_rahm_max,0.658706904198818
convs.1.sigmoid,88,includesElement__atomic_radius_rahm_max,0.557577004807867
convs.1.sigmoid,89,includesElement__atomic_radius_rahm_max,0.619400006050106
convs.1.sigmoid,90,includesElement__atomic_radius_rahm_max,0.646898278358358
convs.1.sigmoid,91,includesElement__atomic_radius_rahm_max,0.654958119186286
convs.1.sigmoid,92,includesElement__atomic_radius_rahm_max,0.662166275607298
convs.1.sigmoid,93,includesElement__atomic_radius_rahm_max,0.654748589010247
convs.1.sigmoid,94,includesElement__atomic_radius_rahm_max,0.641965551705678
convs.1.sigmoid,95,includesElement__atomic_radius_rahm_max,0.586500937569825
convs.1.sigmoid,96,includesElement__atomic_radius_rahm_max,0.652391150508404
convs.1.sigmoid,97,includesElement__atomic_radius_rahm_max,0.51830930495998
convs.1.sigmoid,98,includesElement__atomic_radius_rahm_max,0.65607448814889
convs.1.sigmoid,99,includesElement__atomic_radius_rahm_max,0.645116682345407
convs.1.sigmoid,100,includesElement__atomic_radius_rahm_max,0.650042086765413
convs.1.sigmoid,101,includesElement__atomic_radius_rahm_max,0.634824030641851
convs.1.sigmoid,102,includesElement__atomic_radius_rahm_max,0.65475785118531
convs.1.sigmoid,103,includesElement__atomic_radius_rahm_max,0.642988277491476
convs.1.sigmoid,104,includesElement__atomic_radius_rahm_max,0.624387346728003
convs.1.sigmoid,105,includesElement__atomic_radius_rahm_max,0.65501013927541
convs.1.sigmoid,106,includesElement__atomic_radius_rahm_max,0.624160626394499
convs.1.sigmoid,107,includesElement__atomic_radius_rahm_max,0.648252238463572
convs.1.sigmoid,108,includesElement__atomic_radius_rahm_max,0.661479115781328
convs.1.sigmoid,109,includesElement__atomic_radius_rahm_max,0.51842051715283
convs.1.sigmoid,110,includesElement__atomic_radius_rahm_max,0.654184489393781
convs.1.sigmoid,111,includesElement__atomic_radius_rahm_max,0.664950163638928
convs.1.sigmoid,112,includesElement__atomic_radius_rahm_max,0.665182416797994
convs.1.sigmoid,113,includesElement__atomic_radius_rahm_max,0.652423712280637
convs.1.sigmoid,114,includesElement__atomic_radius_rahm_max,0.646644347382014
convs.1.sigmoid,115,includesElement__atomic_radius_rahm_max,0.651849852616646
convs.1.sigmoid,116,includesElement__atomic_radius_rahm_max,0.642737324952286
convs.1.sigmoid,117,includesElement__atomic_radius_rahm_max,0.660049321737342
convs.1.sigmoid,118,includesElement__atomic_radius_rahm_max,0.665081747728974
convs.1.sigmoid,119,includesElement__atomic_radius_rahm_max,0.6657257040288
convs.1.sigmoid,120,includesElement__atomic_radius_rahm_max,0.658883541084135
convs.1.sigmoid,121,includesElement__atomic_radius_rahm_max,0.658198180156111
convs.1.sigmoid,122,includesElement__atomic_radius_rahm_max,0.628868873963651
convs.1.sigmoid,124,includesElement__atomic_radius_rahm_max,0.663874075176826
convs.1.sigmoid,126,includesElement__atomic_radius_rahm_max,0.658702571845465
convs.1.sigmoid,127,includesElement__atomic_radius_rahm_max,0.637918106679095
convs.1.sigmoid,128,includesElement__atomic_radius_rahm_max,0.656748496257409
convs.1.sigmoid,129,includesElement__atomic_radius_rahm_max,0.659443121968525
