layer,neuron_idx,descriptor,pearson_rho
convs.0.softplus1,68,includesElement__electronegativity_allred-rochow_mean,-0.666417375930528
convs.0.softplus1,74,includesElement__electronegativity_allred-rochow_mean,-0.619197850563545
convs.0.softplus1,76,includesElement__electronegativity_allred-rochow_mean,-0.552018972922213
convs.0.softplus1,77,includesElement__electronegativity_allred-rochow_mean,-0.669101420511573
convs.0.softplus1,79,includesElement__electronegativity_allred-rochow_mean,-0.53681410851117
convs.0.softplus1,81,includesElement__electronegativity_allred-rochow_mean,-0.547908340538658
convs.0.softplus1,84,includesElement__en_allen_max,-0.62590958697769
convs.0.softplus1,85,includesElement__electronegativity_allred-rochow_mean,-0.674177138622746
convs.0.softplus1,86,includesElement__electronegativity_nagle_std,-0.529056275471122
convs.0.softplus1,89,includesElement__electronegativity_nagle_std,-0.502726435573775
convs.0.softplus1,91,includesElement__electronegativity_allred-rochow_mean,-0.557511418701014
convs.0.softplus1,92,includesElement__electronegativity_nagle_std,-0.503648789940687
convs.0.softplus1,94,includesElement__electronegativity_allred-rochow_mean,-0.56762492813531
convs.0.softplus1,95,includesElement__electronegativity_allred-rochow_mean,-0.64252749994952
convs.0.softplus1,96,includesElement__en_allen_max,-0.578038641393008
convs.0.softplus1,97,includesElement__electronegativity_allred-rochow_mean,-0.612547200405541
convs.0.softplus1,99,includesElement__electronegativity_allred-rochow_mean,-0.597769492431078
convs.0.softplus1,100,includesElement__electronegativity_allred-rochow_mean,-0.505674597284473
convs.0.softplus1,101,includesElement__electronegativity_allred-rochow_mean,-0.584828264179156
convs.0.softplus1,106,includesElement__electronegativity_allred-rochow_mean,-0.650998867515747
convs.0.softplus1,111,includesElement__electronegativity_allred-rochow_mean,-0.515343621504548
convs.0.softplus1,113,includesElement__en_allen_max,-0.530493322819858
convs.0.softplus1,116,includesElement__electronegativity_allred-rochow_mean,-0.633087763121162
convs.0.softplus1,118,includesElement__electronegativity_nagle_std,-0.524665758179176
convs.0.softplus1,120,includesElement__electronegativity_nagle_std,-0.51459367510187
convs.0.softplus1,121,includesElement__electronegativity_nagle_std,-0.505522795819196
convs.0.softplus1,124,includesElement__electronegativity_nagle_std,-0.583738563900577
convs.0.softplus1,129,includesElement__electronegativity_allred-rochow_mean,-0.511520446663419
convs.0.softplus1,130,includesElement__electronegativity_allred-rochow_mean,-0.569557852256304
convs.0.softplus1,131,includesElement__electronegativity_allred-rochow_mean,-0.508186348386287
convs.0.softplus1,132,includesElement__electronegativity_allred-rochow_mean,-0.676869034217232
convs.0.softplus1,133,includesElement__electronegativity_nagle_std,-0.595467327104243
convs.0.softplus1,134,includesElement__electronegativity_allred-rochow_mean,-0.521742690663476
convs.0.softplus1,135,includesElement__electronegativity_nagle_std,-0.510623412929693
convs.0.softplus1,137,includesElement__electronegativity_allred-rochow_mean,-0.640317565054138
convs.0.softplus1,139,includesElement__electronegativity_nagle_std,-0.517740515616558
convs.0.softplus1,140,includesElement__electronegativity_nagle_std,-0.506949292314293
convs.0.softplus1,141,includesElement__electronegativity_allred-rochow_mean,-0.587866310533651
convs.0.softplus1,144,includesElement__electronegativity_gordy_max,-0.569469160233355
convs.0.softplus1,148,includesElement__electronegativity_nagle_std,-0.526817043933062
convs.0.softplus1,149,includesElement__en_allen_max,-0.607455354297699
convs.0.softplus1,151,includesElement__electronegativity_nagle_std,-0.501220923906144
convs.0.softplus1,153,includesElement__en_allen_max,-0.604959928848431
convs.0.softplus1,156,includesElement__electronegativity_nagle_std,-0.51143556109743
convs.0.softplus1,157,includesElement__electronegativity_nagle_std,-0.536528324631857
convs.0.softplus1,158,includesElement__electronegativity_allred-rochow_mean,-0.52632013295986
convs.0.softplus1,160,includesElement__electronegativity_allred-rochow_mean,-0.63528642195069
convs.0.softplus1,161,includesElement__en_allen_max,-0.56379641563843
convs.0.softplus1,164,includesElement__en_allen_max,-0.569197496959223
convs.0.softplus1,166,includesElement__electronegativity_allred-rochow_mean,-0.610486607438262
convs.0.softplus1,169,includesElement__electronegativity_allred-rochow_mean,-0.653701693333592
convs.0.softplus1,173,includesElement__electronegativity_allred-rochow_mean,-0.545500941613127
convs.0.softplus1,178,includesElement__group_id_max,-0.557873511939246
convs.0.softplus1,183,includesElement__electronegativity_allred-rochow_mean,-0.620713943569756
convs.0.softplus1,189,includesElement__electronegativity_allred-rochow_mean,-0.626985385073767
convs.0.softplus2,12,includesElement__electronegativity_pauling_max,-0.522438833836981
convs.0.softplus2,18,includesElement__electronegativity_gordy_max,-0.611232216559431
convs.0.softplus2,20,includesElement__group_id_max,-0.714638764063917
convs.0.softplus2,26,includesElement__electronegativity_gordy_max,-0.509570288052137
convs.0.softplus2,28,includesElement__group_id_max,-0.650564745124004
convs.0.softplus2,31,includesElement__en_allen_max,-0.691957429900719
convs.0.softplus2,33,includesElement__group_id_max,-0.649448838363687
convs.0.softplus2,40,includesElement__electronegativity_pauling_max,-0.508393576730247
convs.0.softplus2,42,includesElement__en_allen_max,-0.537533478243181
convs.0.softplus2,43,includesElement__en_allen_max,-0.615967412764225
convs.0.softplus2,45,includesElement__group_id_max,-0.702884503810156
convs.0.softplus2,46,includesElement__electronegativity_gordy_max,-0.510917704113956
convs.0.softplus2,47,includesElement__electronegativity_nagle_std,-0.530127757541541
convs.0.softplus2,52,includesElement__electronegativity_nagle_std,-0.514444493051005
convs.0.softplus2,53,includesElement__group_id_max,-0.751014022194743
convs.0.softplus2,60,includesElement__electronegativity_gordy_max,-0.515702083475011
convs.0.softplus2,62,includesElement__electronegativity_gordy_max,-0.645983751502245
convs.0.softplus2,75,includesElement__electronegativity_gordy_max,-0.666676355760369
convs.0.softplus2,76,includesElement__electronegativity_nagle_std,-0.50473872242837
convs.0.softplus2,85,includesElement__group_id_max,-0.661375455887587
convs.0.softplus2,89,includesElement__electronegativity_nagle_std,-0.509212729055999
convs.0.softplus2,93,includesElement__electronegativity_pauling_max,-0.55200615125507
convs.0.softplus2,95,includesElement__en_allen_max,-0.555722435350742
convs.0.softplus2,97,includesElement__electronegativity_gordy_max,-0.652902771153315
convs.0.softplus2,100,includesElement__group_id_max,-0.765182615460651
convs.0.softplus2,103,includesElement__electronegativity_gordy_max,-0.65733351299921
convs.0.softplus2,104,includesElement__en_allen_max,-0.549619687884285
convs.0.softplus2,106,includesElement__group_id_max,-0.540789769386844
convs.0.softplus2,109,includesElement__electronegativity_gordy_max,-0.600387699639334
convs.0.softplus2,111,includesElement__electronegativity_pauling_max,-0.513059543952814
convs.0.softplus2,115,includesElement__group_id_max,-0.655414454994731
convs.0.softplus2,119,includesElement__electronegativity_gordy_max,-0.551837714596022
convs.0.softplus2,125,includesElement__group_id_max,-0.692013356661674
convs.0.softplus2,135,includesElement__electronegativity_gordy_max,-0.555456943235114
convs.0.softplus2,142,includesElement__group_id_max,-0.73314634496788
convs.0.softplus2,146,includesElement__group_id_max,-0.581530259364906
convs.0.softplus2,148,includesElement__electronegativity_pauling_max,-0.525598234000941
convs.0.softplus2,156,includesElement__group_id_max,-0.564986553731192
convs.0.softplus2,157,includesElement__electronegativity_pauling_max,-0.512809030815823
convs.0.softplus2,158,includesElement__electronegativity_pauling_max,-0.538926433908647
convs.0.softplus2,164,includesElement__electronegativity_gordy_max,-0.627732533381095
convs.0.softplus2,168,includesElement__electronegativity_gordy_max,-0.596304940434667
convs.0.softplus2,177,includesElement__group_id_max,-0.653451763021994
convs.0.softplus2,178,includesElement__electronegativity_pauling_max,-0.566970649691705
convs.0.softplus2,179,includesElement__electronegativity_gordy_max,-0.707978209071085
convs.0.softplus2,187,includesElement__en_allen_max,-0.589798097131379
convs.0.softplus2,190,includesElement__electronegativity_nagle_std,-0.553073435667644
convs.0,4,includesElement__en_allen_max,-0.527927828372454
convs.0,7,includesElement__en_allen_max,-0.671537267524897
convs.0,8,includesElement__en_allen_max,-0.624105231451297
convs.0,14,includesElement__en_allen_max,-0.561585198687587
convs.0,19,includesElement__group_id_max,-0.657729397946245
convs.0,21,includesElement__group_id_max,-0.737064336289563
convs.0,23,includesElement__electronegativity_pauling_max,-0.576607535401598
convs.0,29,includesElement__en_allen_max,-0.576476464939241
convs.0,32,includesElement__electronegativity_gordy_max,-0.592662824049526
convs.0,33,includesElement__group_id_max,-0.678245727413035
convs.0,37,includesElement__electronegativity_gordy_max,-0.500229817366215
convs.0,40,includesElement__group_id_max,-0.639891060360387
convs.0,42,includesElement__group_id_max,-0.716193376817596
convs.0,45,includesElement__en_allen_max,-0.648151883512083
convs.0,50,includesElement__group_id_max,-0.676273870903861
convs.0,53,includesElement__group_id_max,-0.614051816038092
convs.0,57,includesElement__electronegativity_pauling_max,-0.61839501305859
convs.0,58,includesElement__group_id_max,-0.502186733374951
convs.0,62,includesElement__group_id_max,-0.616893468206543
convs.0,65,includesElement__group_id_max,-0.691908732690746
convs.0,70,includesElement__electronegativity_gordy_max,-0.601674544564634
convs.0,75,includesElement__en_allen_max,-0.680316190366027
convs.0,76,includesElement__electronegativity_pauling_max,-0.511037308572672
convs.0,78,includesElement__en_allen_max,-0.581429921502153
convs.0,79,includesElement__en_allen_max,-0.575111320266912
convs.0,81,includesElement__electronegativity_pauling_max,-0.619863176768437
convs.0,82,includesElement__group_id_max,-0.686781104742387
convs.0,88,includesElement__group_id_max,-0.659547659311598
convs.0,94,includesElement__electronegativity_gordy_max,-0.617000417638959
convs.0,102,includesElement__electronegativity_gordy_max,-0.585154050541279
convs.0,132,includesElement__group_id_max,-0.502852841026062
convs.0,140,includesElement__group_id_max,-0.697683111941403
convs.0,142,includesElement__group_id_max,-0.719690009604267
convs.0,145,includesElement__electronegativity_pauling_max,-0.507249234947506
convs.0,158,includesElement__electronegativity_gordy_max,-0.645398447838991
convs.0,159,includesElement__group_id_max,-0.64575844135719
convs.0,165,includesElement__group_id_max,-0.704026497732185
convs.0,167,includesElement__en_allen_max,-0.56528296203998
convs.0,174,includesElement__electronegativity_pauling_max,-0.635129362286585
convs.0,175,includesElement__en_allen_max,-0.576127113664928
convs.0,181,includesElement__group_id_max,-0.525909546945098
convs.0,190,includesElement__electronegativity_gordy_max,-0.543608844988908
convs.1.bn1,79,includesElement__electronegativity_gordy_max,-0.513055657682842
convs.1.bn2,26,includesElement__electronegativity_allred-rochow_mean,-0.508813818725733
convs.1.bn2,190,includesElement__en_allen_max,-0.558958871003541
convs.1.fc_full,0,includesElement__group_id_max,-0.604558585496941
convs.1.fc_full,1,includesElement__group_id_max,-0.606178546701949
convs.1.fc_full,2,includesElement__electronegativity_nagle_std,-0.509982483249998
convs.1.fc_full,3,includesElement__en_allen_max,-0.517899716255779
convs.1.fc_full,5,includesElement__en_allen_max,-0.547680936825968
convs.1.fc_full,6,includesElement__group_id_max,-0.597127041486587
convs.1.fc_full,7,includesElement__group_id_max,-0.584888523571106
convs.1.fc_full,9,includesElement__en_allen_max,-0.625903738961577
convs.1.fc_full,11,includesElement__group_id_max,-0.554493065290852
convs.1.fc_full,13,includesElement__en_allen_max,-0.548724266648207
convs.1.fc_full,15,includesElement__group_id_max,-0.544266033766473
convs.1.fc_full,18,includesElement__en_allen_max,-0.548052632345586
convs.1.fc_full,23,includesElement__en_allen_max,-0.590022061412312
convs.1.fc_full,24,includesElement__en_allen_max,-0.554320872285959
convs.1.fc_full,25,includesElement__group_id_max,-0.603944682929367
convs.1.fc_full,26,includesElement__electronegativity_nagle_std,-0.532124494098428
convs.1.fc_full,28,includesElement__group_id_max,-0.518014972563946
convs.1.fc_full,29,includesElement__electronegativity_nagle_std,-0.524871552568651
convs.1.fc_full,30,includesElement__electronegativity_nagle_std,-0.504538107590347
convs.1.fc_full,34,includesElement__group_id_max,-0.609844549142492
convs.1.fc_full,35,includesElement__group_id_max,-0.522596029393239
convs.1.fc_full,37,includesElement__group_id_max,-0.586691520565515
convs.1.fc_full,40,includesElement__group_id_max,-0.505281068725233
convs.1.fc_full,42,includesElement__group_id_max,-0.513587393955044
convs.1.fc_full,45,includesElement__group_id_max,-0.550378559062912
convs.1.fc_full,46,includesElement__group_id_max,-0.60705961821025
convs.1.fc_full,48,includesElement__group_id_max,-0.630682452392308
convs.1.fc_full,50,includesElement__group_id_max,-0.617915162725295
